number,difficulty,codeLength,timestamp
2582172,215704127,196,1717269187
2582173,215914775,196,1717269193
2582174,216125629,196,1717269195
2582175,216336689,200,1717269200
2582176,216547955,200,1717269203
2582177,216970899,200,1717269204
2582178,217182784,200,1717269205
2582179,217182784,200,1717269212
2582180,217394876,200,1717269214
2582181,217607175,200,1717269216
2582182,217607175,200,1717269228
2582183,217819682,200,1717269229
2582184,218032396,200,1717269230
2582185,218245318,200,1717269231
2582186,218245318,200,1717269241
2582187,218458448,200,1717269242
2582188,218245110,200,1717269258
2582189,217818852,200,1717269284
2582190,218031565,200,1717269290
2582191,217818644,200,1717269309
2582192,216967792,200,1717269345
2582193,216544028,200,1717269370
2582194,216755496,200,1717269373
2582195,216543821,200,1717269391
2582196,216543821,200,1717269401
2582197,216755289,200,1717269402
2582198,216755289,200,1717269409
2582199,216543614,200,1717269427
2582200,216543614,200,1717269436
2582201,216332146,200,1717269453
2582202,216543407,200,1717269459
2582203,216543407,200,1717269468
2582204,215486067,196,1717269516
2582205,214854762,196,1717269544
2582206,214854762,196,1717269552
2582207,214854762,196,1717269562
2582208,214854762,196,1717269573
2582209,215274400,196,1717269575
2582210,215064172,196,1717269590
2582211,215274195,196,1717269591
2582212,215484423,196,1717269592
2582213,214853121,196,1717269621
2582214,214853121,196,1717269632
2582215,214223670,196,1717269660
2582216,214432872,196,1717269661
2582217,213595244,196,1717269702
2582218,213803833,196,1717269703
2582219,213595041,196,1717269718
2582220,213595041,196,1717269729
2582221,213803629,196,1717269732
2582222,213594837,196,1717269747
2582223,213803425,196,1717269752
2582224,214012217,196,1717269757
2582225,214012217,196,1717269765
2582226,214012217,196,1717269774
2582227,214221213,196,1717269779
2582228,214430413,196,1717269780
2582229,214639817,196,1717269784
2582230,214849426,196,1717269786
2582231,215059239,196,1717269791
2582232,215059239,196,1717269800
2582233,215059239,196,1717269812
2582234,215059239,196,1717269821
2582235,214639203,196,1717269848
2582236,214639203,196,1717269857
2582237,214639203,196,1717269864
2582238,214639203,196,1717269875
2582239,214639203,196,1717269885
2582240,214848811,196,1717269887
2582241,214638998,196,1717269901
2582242,214848606,196,1717269902
2582243,214848606,196,1717269913
2582244,215058419,196,1717269914
2582245,214638385,196,1717269938
2582246,214428778,196,1717269956
2582247,214009972,196,1717269981
2582248,214009972,196,1717269989
2582249,214009972,196,1717269998
2582250,213173996,196,1717270036
2582251,213382173,196,1717270037
2582252,213590554,196,1717270038
2582253,213799138,196,1717270044
2582254,213381562,196,1717270065
2582255,213589942,196,1717270071
2582256,213798525,196,1717270074
2582257,214007312,196,1717270077
2582258,214216303,196,1717270078
2582259,214425498,196,1717270084
2582260,214216099,196,1717270104
2582261,214425294,196,1717270106
2582262,214634693,196,1717270108
2582263,214844297,196,1717270114
2582264,214634489,196,1717270132
2582265,214424886,196,1717270147
2582266,214424886,196,1717270156
2582267,214634285,196,1717270157
2582268,214843888,196,1717270158
2582269,215053696,196,1717270159
2582270,214843683,196,1717270173
2582271,214633875,196,1717270187
2582272,214843478,196,1717270190
2582273,215053286,196,1717270195
2582274,215053286,196,1717270203
2582275,215263298,196,1717270208
2582276,215473516,196,1717270209
2582277,215683939,196,1717270211
2582278,215894567,196,1717270213
2582279,215894567,196,1717270221
2582280,216105401,196,1717270222
2582281,215683321,196,1717270245
2582282,215683321,196,1717270253
2582283,215893949,196,1717270259
2582284,216104782,196,1717270262
2582285,216315821,200,1717270266
2582286,216315821,200,1717270277
2582287,216315821,200,1717270288
2582288,216104576,196,1717270304
2582289,216104576,196,1717270315
2582290,216315615,200,1717270317
2582291,216104370,196,1717270333
2582292,216315409,200,1717270336
2582293,216526654,200,1717270342
2582294,216526654,200,1717270354
2582295,216738105,200,1717270356
2582296,215679815,196,1717270402
2582297,215890439,196,1717270403
2582298,216101269,196,1717270405
2582299,216312305,200,1717270406
2582300,216312305,200,1717270414
2582301,216312305,200,1717270427
2582302,216101063,196,1717270441
2582303,215890027,196,1717270457
2582304,215679197,196,1717270475
2582305,215889821,196,1717270476
2582306,216100650,196,1717270477
2582307,216311685,200,1717270484
2582308,216311685,200,1717270496
2582309,216311685,200,1717270509
2582310,216522926,200,1717270510
2582311,216100030,196,1717270535
2582312,216100030,196,1717270542
2582313,215466925,196,1717270571
2582314,215677341,196,1717270575
2582315,215887963,196,1717270579
2582316,215466307,196,1717270602
2582317,215255891,196,1717270619
2582318,215466101,196,1717270620
2582319,215676517,196,1717270621
2582320,215887138,196,1717270624
2582321,215676311,196,1717270638
2582322,215676311,196,1717270651
2582323,215886932,196,1717270655
2582324,216097759,196,1717270656
2582325,215886727,196,1717270670
2582326,215886727,196,1717270682
2582327,216097553,196,1717270683
2582328,216308585,200,1717270689
2582329,216097347,196,1717270704
2582330,216308379,200,1717270705
2582331,215885903,196,1717270726
2582332,215885903,196,1717270733
2582333,216096729,196,1717270739
2582334,216096729,196,1717270752
2582335,216307760,200,1717270756
2582336,216518998,200,1717270761
2582337,216730442,200,1717270763
2582338,216730442,200,1717270774
2582339,216730442,200,1717270784
2582340,216942092,200,1717270785
2582341,217153949,200,1717270791
2582342,217153949,200,1717270799
2582343,217153949,200,1717270812
2582344,216517757,200,1717270840
2582345,216094871,196,1717270863
2582346,216305901,200,1717270865
2582347,216517137,200,1717270876
2582348,216728579,200,1717270877
2582349,216940228,200,1717270882
2582350,216940228,200,1717270892
2582351,216940228,200,1717270905
2582352,216728373,200,1717270923
2582353,215881781,196,1717270960
2582354,216092603,196,1717270963
2582355,216303630,200,1717270967
2582356,216514864,200,1717270968
2582357,215880544,196,1717271001
2582358,215458904,196,1717271024
2582359,215669313,196,1717271026
2582360,215879927,196,1717271027
2582361,215247467,196,1717271060
2582362,215667871,196,1717271062
2582363,215878484,196,1717271067
2582364,216089302,196,1717271068
2582365,216300326,200,1717271072
2582366,216089096,196,1717271089
2582367,215245000,196,1717271124
2582368,215455200,196,1717271125
2582369,215665605,196,1717271126
2582370,215876215,196,1717271127
2582371,216087031,196,1717271128
2582372,216298053,200,1717271131
2582373,216086825,196,1717271150
2582374,216297847,200,1717271152
2582375,215875391,196,1717271176
2582376,216086206,196,1717271177
2582377,216297227,200,1717271181
2582378,216508454,200,1717271187
2582379,216297020,200,1717271206
2582380,216508247,200,1717271211
2582381,215873948,196,1717271243
2582382,215663134,196,1717271258
2582383,215873742,196,1717271262
2582384,216084556,196,1717271268
2582385,216295576,200,1717271274
2582386,216506802,200,1717271275
2582387,216718234,200,1717271277
2582388,216718234,200,1717271288
2582389,215660044,196,1717271332
2582390,215028229,196,1717271362
2582391,215238217,196,1717271363
2582392,215448410,196,1717271364
2582393,215658808,196,1717271368
2582394,215869412,196,1717271369
2582395,216080221,196,1717271372
2582396,216291236,200,1717271374
2582397,216080015,196,1717271392
2582398,216291030,200,1717271397
2582399,216079809,196,1717271423
2582400,216290824,200,1717271424
2582401,216502045,200,1717271430
2582402,216713472,200,1717271431
2582403,216713472,200,1717271442
2582404,216713472,200,1717271450
2582405,216078570,196,1717271478
2582406,216078570,196,1717271488
2582407,216078570,196,1717271501
2582408,216078570,196,1717271508
2582409,216289584,200,1717271514
2582410,216289584,200,1717271522
2582411,216289584,200,1717271534
2582412,216500804,200,1717271535
2582413,216712230,200,1717271539
2582414,216923863,200,1717271542
2582415,216712024,200,1717271560
2582416,216923656,200,1717271564
2582417,217135495,200,1717271570
2582418,217347541,200,1717271575
2582419,217559794,200,1717271581
2582420,217772254,200,1717271584
2582421,217984922,200,1717271586
2582422,217559172,200,1717271607
2582423,217134252,200,1717271630
2582424,217346297,200,1717271636
2582425,217346297,200,1717271643
2582426,216921793,200,1717271668
2582427,217133630,200,1717271672
2582428,217133630,200,1717271681
2582429,216497498,200,1717271715
2582430,216286075,200,1717271729
2582431,216497291,200,1717271735
2582432,215863022,196,1717271767
2582433,216073825,196,1717271768
2582434,216284834,200,1717271769
2582435,215439974,196,1717271806
2582436,215439974,196,1717271817
2582437,215650364,196,1717271818
2582438,215860960,196,1717271819
2582439,216071761,196,1717271825
2582440,216282768,200,1717271830
2582441,216282768,200,1717271840
2582442,216493981,200,1717271846
2582443,216705400,200,1717271851
2582444,216705400,200,1717271860
2582445,216282148,200,1717271883
2582446,216493361,200,1717271884
2582447,216493361,200,1717271894
2582448,216070523,196,1717271917
2582449,216070523,196,1717271924
2582450,216281529,196,1717271925
2582451,216070317,196,1717271945
2582452,216281323,196,1717271946
2582453,216492535,200,1717271947
2582454,216703953,200,1717271949
2582455,216915577,200,1717271953
2582456,217127408,200,1717271954
2582457,215855180,196,1717272003
2582458,215855180,196,1717272014
2582459,216065976,196,1717272017
2582460,215854975,196,1717272037
2582461,215854975,196,1717272050
2582462,216065770,196,1717272051
2582463,216276771,196,1717272054
2582464,215643150,196,1717272087
2582465,215853739,196,1717272088
2582466,216064533,196,1717272089
2582467,216275533,196,1717272090
2582468,216275533,196,1717272098
2582469,216275533,196,1717272110
2582470,216064327,196,1717272125
2582471,216275327,196,1717272127
2582472,216064121,196,1717272143
2582473,216064121,196,1717272151
2582474,216275121,196,1717272153
2582475,216486327,200,1717272158
2582476,216909151,200,1717272160
2582477,216697326,200,1717272178
2582478,216485708,200,1717272192
2582479,216697119,200,1717272197
2582480,216273883,196,1717272218
2582481,216273883,196,1717272229
2582482,216485087,200,1717272230
2582483,216485087,200,1717272239
2582484,216696498,200,1717272241
2582485,216696498,200,1717272254
2582486,216484881,200,1717272269
2582487,216484881,200,1717272279
2582488,216696292,200,1717272280
2582489,216484675,200,1717272294
2582490,216061855,196,1717272320
2582491,216272852,196,1717272322
2582492,215850446,196,1717272348
2582493,216061237,196,1717272349
2582494,216272234,196,1717272350
2582495,216483437,200,1717272354
2582496,216272028,196,1717272369
2582497,216272028,196,1717272379
2582498,216060825,196,1717272393
2582499,216271821,196,1717272398
2582500,216483023,200,1717272404
2582501,216483023,200,1717272412
2582502,216271614,196,1717272426
2582503,215849210,196,1717272454
2582504,216060000,196,1717272455
2582505,216270996,196,1717272461
2582506,216059794,196,1717272480
2582507,216059794,196,1717272492
2582508,216270789,196,1717272493
2582509,216481990,200,1717272494
2582510,216693398,200,1717272500
2582511,216481784,200,1717272515
2582512,216270377,196,1717272530
2582513,215425573,196,1717272569
2582514,215635949,196,1717272571
2582515,215846530,196,1717272572
2582516,216057317,196,1717272573
2582517,216268310,196,1717272577
2582518,216479509,200,1717272579
2582519,215845294,196,1717272609
2582520,215845294,196,1717272616
2582521,216056080,196,1717272619
2582522,216056080,196,1717272628
2582523,216267072,196,1717272639
2582524,216478270,200,1717272644
2582525,216478270,200,1717272656
2582526,216689674,200,1717272657
2582527,215843230,196,1717272698
2582528,216054014,196,1717272699
2582529,216265004,196,1717272705
2582530,216476200,200,1717272709
2582531,215630592,196,1717272747
2582532,215841168,196,1717272750
2582533,216051950,196,1717272752
2582534,216262938,196,1717272754
2582535,216262938,196,1717272761
2582536,216474132,200,1717272762
2582537,216262732,196,1717272781
2582538,216262732,196,1717272789
2582539,216473926,200,1717272794
2582540,216685326,200,1717272795
2582541,216473720,200,1717272810
2582542,216473720,200,1717272819
2582543,215416720,196,1717272867
2582544,215416720,196,1717272878
2582545,215416720,196,1717272886
2582546,215416720,196,1717272893
2582547,215627087,196,1717272894
2582548,215837660,196,1717272898
2582549,215837660,196,1717272907
2582550,215837660,196,1717272918
2582551,215416104,196,1717272939
2582552,215416104,196,1717272947
2582553,215416104,196,1717272957
2582554,215416104,196,1717272966
2582555,215416104,196,1717272976
2582556,215626471,196,1717272977
2582557,215837043,196,1717272981
2582558,215837043,196,1717272994
2582559,215837043,196,1717273006
2582560,216047821,196,1717273009
2582561,216258805,196,1717273010
2582562,216469995,200,1717273014
2582563,216681391,200,1717273016
2582564,216892993,200,1717273019
2582565,217104802,200,1717273020
2582566,217316818,200,1717273021
2582567,217316818,200,1717273030
2582568,217316818,200,1717273040
2582569,217529041,200,1717273042
2582570,217741471,200,1717273043
2582571,217741471,200,1717273050
2582572,217954109,200,1717273054
2582573,217741264,200,1717273070
2582574,217953901,200,1717273074
2582575,218166746,200,1717273075
2582576,217101481,200,1717273122
2582577,217101481,200,1717273129
2582578,217313494,200,1717273130
2582579,217525714,200,1717273136
2582580,217100860,200,1717273162
2582581,216888848,200,1717273181
2582582,217100653,200,1717273182
2582583,217312665,200,1717273188
2582584,217524884,200,1717273189
2582585,216250328,196,1717273238
2582586,216250328,196,1717273250
2582587,216461509,200,1717273251
2582588,216672897,200,1717273256
2582589,216884491,200,1717273259
2582590,217096292,200,1717273263
2582591,217308300,200,1717273264
2582592,216247225,196,1717273307
2582593,216669581,200,1717273310
2582594,216881172,200,1717273312
2582595,216881172,200,1717273319
2582596,216669374,200,1717273337
2582597,216669374,200,1717273346
2582598,216880965,200,1717273349
2582599,217304559,200,1717273352
2582600,217516770,200,1717273358
2582601,217729188,200,1717273359
2582602,217303936,200,1717273382
2582603,217728356,200,1717273386
2582604,217515731,200,1717273404
2582605,217728148,200,1717273408
2582606,217515523,200,1717273423
2582607,217727940,200,1717273424
2582608,217727940,200,1717273435
2582609,217515316,200,1717273451
2582610,217302899,200,1717273466
2582611,217727317,200,1717273468
2582612,217089445,200,1717273501
2582613,216453442,200,1717273533
2582614,216664822,200,1717273536
2582615,216453236,200,1717273550
2582616,216453236,200,1717273561
2582617,216664616,200,1717273563
2582618,216453030,200,1717273579
2582619,216241651,196,1717273594
2582620,216241651,196,1717273604
2582621,216241651,196,1717273615
2582622,216241651,196,1717273625
2582623,216452824,200,1717273626
2582624,216664203,200,1717273627
2582625,216452617,200,1717273643
2582626,215818480,196,1717273675
2582627,215396960,196,1717273701
2582628,215186612,196,1717273721
2582629,215396755,196,1717273722
2582630,215607103,196,1717273724
2582631,215396550,196,1717273738
2582632,215396550,196,1717273751
2582633,215186202,196,1717273766
2582634,215186202,196,1717273774
2582635,214976060,196,1717273789
2582636,214136312,196,1717273826
2582637,214345429,196,1717273827
2582638,214345429,196,1717273835
2582639,214554750,196,1717273837
2582640,213716646,196,1717273878
2582641,213716646,196,1717273891
2582642,213090525,196,1717273920
2582643,213298621,196,1717273922
2582644,213506920,196,1717273927
2582645,213089916,196,1717273949
2582646,213089916,196,1717273960
2582647,213298011,196,1717273961
2582648,213506309,196,1717273964
2582649,213714811,196,1717273966
2582650,213297401,196,1717273989
2582651,213297401,196,1717274001
2582652,213505699,196,1717274002
2582653,213088697,196,1717274023
2582654,213296791,196,1717274024
2582655,213505088,196,1717274025
2582656,213713589,196,1717274026
2582657,213713589,196,1717274036
2582658,213922293,196,1717274038
2582659,214131201,196,1717274042
2582660,214131201,196,1717274052
2582661,213922089,196,1717274071
2582662,214130997,196,1717274074
2582663,214340109,196,1717274080
2582664,214549425,196,1717274083
2582665,213711345,196,1717274118
2582666,213920047,196,1717274119
2582667,214128953,196,1717274124
2582668,214338063,196,1717274130
2582669,214547377,196,1717274131
2582670,214547377,196,1717274138
2582671,214547377,196,1717274146
2582672,214756895,196,1717274151
2582673,214966618,196,1717274152
2582674,214966618,196,1717274162
2582675,214966618,196,1717274171
2582676,214546762,196,1717274197
2582677,214756280,196,1717274201
2582678,214756280,196,1717274212
2582679,214966002,196,1717274213
2582680,214966002,196,1717274225
2582681,214756075,196,1717274239
2582682,214756075,196,1717274246
2582683,214546353,196,1717274262
2582684,214755870,196,1717274264
2582685,214965592,196,1717274266
2582686,214965592,196,1717274278
2582687,214755665,196,1717274296
2582688,214336221,196,1717274317
2582689,214336221,196,1717274330
2582690,213289661,196,1717274376
2582691,213497951,196,1717274381
2582692,213289457,196,1717274400
2582693,213497747,196,1717274404
2582694,213706240,196,1717274405
2582695,213914937,196,1717274406
2582696,213497135,196,1717274429
2582697,213288642,196,1717274443
2582698,213496931,196,1717274449
2582699,213496931,196,1717274458
2582700,213496931,196,1717274466
2582701,213496931,196,1717274474
2582702,213705424,196,1717274475
2582703,213288032,196,1717274498
2582704,213496321,196,1717274501
2582705,213704813,196,1717274505
2582706,213704813,196,1717274516
2582707,213496117,196,1717274534
2582708,213704609,196,1717274539
2582709,213913304,196,1717274540
2582710,213495506,196,1717274564
2582711,213703997,196,1717274565
2582712,213912692,196,1717274571
2582713,213703793,196,1717274585
2582714,213703793,196,1717274595
2582715,213912488,196,1717274596
2582716,213703590,196,1717274612
2582717,213912284,196,1717274616
2582718,214121182,196,1717274619
2582719,214330284,196,1717274620
2582720,214120978,196,1717274639
2582721,214330080,196,1717274640
2582722,214539386,196,1717274643
2582723,214748897,196,1717274648
2582724,214958612,196,1717274650
2582725,214538772,196,1717274672
2582726,214538772,196,1717274682
2582727,214748282,196,1717274683
2582728,215167712,196,1717274684
2582729,215167712,196,1717274693
2582730,215377836,196,1717274696
2582731,215588165,196,1717274698
2582732,215377630,196,1717274718
2582733,215377630,196,1717274725
2582734,215587959,196,1717274726
2582735,215798494,196,1717274730
2582736,215587754,196,1717274748
2582737,215798288,196,1717274749
2582738,215798288,196,1717274760
2582739,215798288,196,1717274770
2582740,215587548,196,1717274789
2582741,215798082,196,1717274790
2582742,216008822,196,1717274791
2582743,216219768,196,1717274792
2582744,215797464,196,1717274816
2582745,215165247,196,1717274845
2582746,215165247,196,1717274854
2582747,215165247,196,1717274861
2582748,215165247,196,1717274873
2582749,215375369,196,1717274878
2582750,215375369,196,1717274886
2582751,215375369,196,1717274894
2582752,215375369,196,1717274907
2582753,215165042,196,1717274927
2582754,215165042,196,1717274937
2582755,214954920,196,1717274951
2582756,215164836,196,1717274954
2582757,214954715,196,1717274974
2582758,214954715,196,1717274981
2582759,215164631,196,1717274986
2582760,215374752,196,1717274989
2582761,215585078,196,1717274993
2582762,215795610,196,1717274994
2582763,215795610,196,1717275007
2582764,215584873,196,1717275025
2582765,215795405,196,1717275030
2582766,216006142,196,1717275033
2582767,216217085,196,1717275035
2582768,216005936,196,1717275050
2582769,216216879,196,1717275051
2582770,216428028,200,1717275057
2582771,216005318,196,1717275082
2582772,215583434,196,1717275104
2582773,215793964,196,1717275105
2582774,216004700,196,1717275106
2582775,216215642,196,1717275112
2582776,216426790,200,1717275116
2582777,216638144,200,1717275118
2582778,216849704,200,1717275120
2582779,217061471,200,1717275121
2582780,216637523,200,1717275148
2582781,216637523,200,1717275157
2582782,216002843,196,1717275191
2582783,215791903,196,1717275205
2582784,216002637,196,1717275209
2582785,216002637,196,1717275220
2582786,215791697,196,1717275236
2582787,215370229,196,1717275262
2582788,215370229,196,1717275269
2582789,215580551,196,1717275270
2582790,215791078,196,1717275274
2582791,216001811,196,1717275275
2582792,216212750,196,1717275276
2582793,216212750,196,1717275285
2582794,216001605,196,1717275303
2582795,216001605,196,1717275316
2582796,216001605,196,1717275323
2582797,216212544,196,1717275327
2582798,216423689,200,1717275329
2582799,216635040,200,1717275333
2582800,216635040,200,1717275345
2582801,216635040,200,1717275352
2582802,216635040,200,1717275364
2582803,216846597,200,1717275365
2582804,217058361,200,1717275366
2582805,217270332,200,1717275368
2582806,217482510,200,1717275371
2582807,217694895,200,1717275376
2582808,217907487,200,1717275377
2582809,218120287,200,1717275379
2582810,218120287,200,1717275388
2582811,218333295,200,1717275389
2582812,218546511,200,1717275391
2582813,218333087,200,1717275410
2582814,218333087,200,1717275422
2582815,218546302,200,1717275424
2582816,218546302,200,1717275436
2582817,218546302,200,1717275444
2582818,218332878,200,1717275462
2582819,217480018,200,1717275503
2582820,217480018,200,1717275514
2582821,217692400,200,1717275515
2582822,217904990,200,1717275521
2582823,218117787,200,1717275523
2582824,218330792,200,1717275528
2582825,218117579,200,1717275545
2582826,217691569,200,1717275572
2582827,217266391,200,1717275599
2582828,217478565,200,1717275600
2582829,217690946,200,1717275601
2582830,217478358,200,1717275616
2582831,217690739,200,1717275617
2582832,217903327,200,1717275618
2582833,218116123,200,1717275622
2582834,218116123,200,1717275632
2582835,217690115,200,1717275658
2582836,217902703,200,1717275659
2582837,217902703,200,1717275670
2582838,217689908,200,1717275684
2582839,217477321,200,1717275703
2582840,217689701,200,1717275708
2582841,217902288,200,1717275711
2582842,218115083,200,1717275713
2582843,217689077,200,1717275738
2582844,217263905,200,1717275760
2582845,217263905,200,1717275768
2582846,217476076,200,1717275772
2582847,217476076,200,1717275779
2582848,217688454,200,1717275781
2582849,217050696,200,1717275813
2582850,217262659,200,1717275815
2582851,217474829,200,1717275816
2582852,217474829,200,1717275828
2582853,217687206,200,1717275829
2582854,216836866,200,1717275865
2582855,217048620,200,1717275866
2582856,217260581,200,1717275867
2582857,217472749,200,1717275868
2582858,217685124,200,1717275869
2582859,217897707,200,1717275873
2582860,218110497,200,1717275876
2582861,218323495,200,1717275877
2582862,218110289,200,1717275891
2582863,218110289,200,1717275903
2582864,218323287,200,1717275908
2582865,218536493,200,1717275910
2582866,218536493,200,1717275920
2582867,218109665,200,1717275943
2582868,218109665,200,1717275951
2582869,218322662,200,1717275957
2582870,218109457,200,1717275971
2582871,218109457,200,1717275981
2582872,217044472,200,1717276028
2582873,217256429,200,1717276030
2582874,217256429,200,1717276039
2582875,217468593,200,1717276040
2582876,217468593,200,1717276052
2582877,217680964,200,1717276055
2582878,217043227,200,1717276085
2582879,217255183,200,1717276090
2582880,216830857,200,1717276115
2582881,216407361,200,1717276141
2582882,216618696,200,1717276142
2582883,216830237,200,1717276147
2582884,215559749,196,1717276198
2582885,215770256,196,1717276199
2582886,215559543,196,1717276218
2582887,215770050,196,1717276224
2582888,215770050,196,1717276235
2582889,215980762,196,1717276236
2582890,216191680,196,1717276238
2582891,216402804,200,1717276244
2582892,216614134,200,1717276246
2582893,216825671,200,1717276247
2582894,216825671,200,1717276260
2582895,215555213,196,1717276315
2582896,215765716,196,1717276316
2582897,215976424,196,1717276317
2582898,216187338,196,1717276318
2582899,215765098,196,1717276343
2582900,215975806,196,1717276344
2582901,215553980,196,1717276365
2582902,215764481,196,1717276366
2582903,215975188,196,1717276367
2582904,215975188,196,1717276374
2582905,216186101,196,1717276375
2582906,216397220,200,1717276376
2582907,216185895,196,1717276394
2582908,216397014,200,1717276398
2582909,216608339,200,1717276399
2582910,216819870,200,1717276401
2582911,216608132,200,1717276417
2582912,216819663,200,1717276422
2582913,217031400,200,1717276428
2582914,217243344,200,1717276434
2582915,217243344,200,1717276444
2582916,217455495,200,1717276447
2582917,217455495,200,1717276457
2582918,217667853,200,1717276459
2582919,217880419,200,1717276460
2582920,217880419,200,1717276472
2582921,217880419,200,1717276479
2582922,218093192,200,1717276481
2582923,218306173,200,1717276486
2582924,217879795,200,1717276510
2582925,217879795,200,1717276520
2582926,218092568,200,1717276522
2582927,216601701,200,1717276582
2582928,216813226,200,1717276584
2582929,217024957,200,1717276585
2582930,216601081,200,1717276611
2582931,216178033,196,1717276635
2582932,216178033,196,1717276648
2582933,216178033,196,1717276660
2582934,216389144,200,1717276661
2582935,216177827,196,1717276679
2582936,216388938,200,1717276682
2582937,216600255,200,1717276684
2582938,215965686,196,1717276714
2582939,215965686,196,1717276724
2582940,215965686,196,1717276731
2582941,215754783,196,1717276748
2582942,215754783,196,1717276755
2582943,215965481,196,1717276760
2582944,215754578,196,1717276774
2582945,215543881,196,1717276788
2582946,215754373,196,1717276790
2582947,215965070,196,1717276795
2582948,216175973,196,1717276799
2582949,216387082,200,1717276801
2582950,216598397,200,1717276804
2582951,215752313,196,1717276844
2582952,215752313,196,1717276853
2582953,215963008,196,1717276857
2582954,216173909,196,1717276860
2582955,216385016,200,1717276862
2582956,216385016,200,1717276871
2582957,216596329,200,1717276873
2582958,216807848,200,1717276875
2582959,216807848,200,1717276884
2582960,217019574,200,1717276885
2582961,216595708,200,1717276906
2582962,216595708,200,1717276917
2582963,216807227,200,1717276919
2582964,216807227,200,1717276930
2582965,217018952,200,1717276933
2582966,217230884,200,1717276937
2582967,217443023,200,1717276938
2582968,217443023,200,1717276945
2582969,217655369,200,1717276950
2582970,217230261,200,1717276973
2582971,217018123,200,1717276988
2582972,216806192,200,1717277003
2582973,215324124,196,1717277059
2582974,215534401,196,1717277061
2582975,215744883,196,1717277064
2582976,215744883,196,1717277073
2582977,215744883,196,1717277083
2582978,215323507,196,1717277109
2582979,215533783,196,1717277115
2582980,215533783,196,1717277122
2582981,215533783,196,1717277133
2582982,215744265,196,1717277136
2582983,215954952,196,1717277137
2582984,215322273,196,1717277165
2582985,215532548,196,1717277173
2582986,215322067,196,1717277189
2582987,215532342,196,1717277193
2582988,215742822,196,1717277194
2582989,215321450,196,1717277215
2582990,215531724,196,1717277216
2582991,214058364,196,1717277277
2582992,214267405,196,1717277278
2582993,214476650,196,1717277280
2582994,214476650,196,1717277292
2582995,214686099,196,1717277298
2582996,214476445,196,1717277313
2582997,214685894,196,1717277316
2582998,214685894,196,1717277328
2582999,214476240,196,1717277346
2583000,214476240,196,1717277355
2583001,214685689,196,1717277359
2583002,214895342,196,1717277365
2583003,215105200,196,1717277371
2583004,214685074,196,1717277395
2583005,214894727,196,1717277399
2583006,215104585,196,1717277404
2583007,215104585,196,1717277413
2583008,215314648,196,1717277414
2583009,215314648,196,1717277422
2583010,215524916,196,1717277426
2583011,215735389,196,1717277427
2583012,215735389,196,1717277437
2583013,215946068,196,1717277441
2583014,215946068,196,1717277451
2583015,216156952,196,1717277454
2583016,216156952,196,1717277463
2583017,216368042,200,1717277466
2583018,216579338,200,1717277468
2583019,216790841,200,1717277469
2583020,217002550,200,1717277474
2583021,216578718,200,1717277497
2583022,216790220,200,1717277501
2583023,217001929,200,1717277502
2583024,217213844,200,1717277506
2583025,217425966,200,1717277512
2583026,217638296,200,1717277515
2583027,217850833,200,1717277516
2583028,217638089,200,1717277533
2583029,217850626,200,1717277536
2583030,218063370,200,1717277542
2583031,217850418,200,1717277558
2583032,217850418,200,1717277568
2583033,217850418,200,1717277576
2583034,218063162,200,1717277581
2583035,218276114,200,1717277582
2583036,218276114,200,1717277590
2583037,217849794,200,1717277615
2583038,218062537,200,1717277617
2583039,217210733,200,1717277653
2583040,217422852,200,1717277657
2583041,217635179,200,1717277658
2583042,217422645,200,1717277674
2583043,217422645,200,1717277684
2583044,217634971,200,1717277687
2583045,215509631,196,1717277768
2583046,215720089,196,1717277769
2583047,215720089,196,1717277776
2583048,215930753,196,1717277777
2583049,215930753,196,1717277784
2583050,216141622,196,1717277787
2583051,216141622,196,1717277795
2583052,215508397,196,1717277829
2583053,215508397,196,1717277839
2583054,215718854,196,1717277840
2583055,215718854,196,1717277848
2583056,215929516,196,1717277851
2583057,215929516,196,1717277864
2583058,215929516,196,1717277873
2583059,216140384,196,1717277875
2583060,216351458,200,1717277878
2583061,216562738,200,1717277881
2583062,216351251,200,1717277897
2583063,216351251,200,1717277908
2583064,216562531,200,1717277914
2583065,216562531,200,1717277921
2583066,216774017,200,1717277923
2583067,216774017,200,1717277932
2583068,216774017,200,1717277940
2583069,216985710,200,1717277944
2583070,216138110,196,1717277985
2583071,216138110,196,1717277994
2583072,216138110,196,1717278004
2583073,216349182,200,1717278005
2583074,215292792,196,1717278051
2583075,215503038,196,1717278052
2583076,215713490,196,1717278053
2583077,215924147,196,1717278059
2583078,215924147,196,1717278068
2583079,215924147,196,1717278075
2583080,216135010,196,1717278079
2583081,215501803,196,1717278108
2583082,215712253,196,1717278110
2583083,215501597,196,1717278124
2583084,214870247,196,1717278152
2583085,215080081,196,1717278155
2583086,215290120,196,1717278161
2583087,214659388,196,1717278194
2583088,214869016,196,1717278195
2583089,214869016,196,1717278205
2583090,214659183,196,1717278221
2583091,214868811,196,1717278226
2583092,214449147,196,1717278250
2583093,214449147,196,1717278260
2583094,214658569,196,1717278264
2583095,214448942,196,1717278280
2583096,214658364,196,1717278281
2583097,214658364,196,1717278289
2583098,214867991,196,1717278290
2583099,215077823,196,1717278291
2583100,215077823,196,1717278298
2583101,215287859,196,1717278300
2583102,215287859,196,1717278308
2583103,215498101,196,1717278314
